TICKER,Graham
JOPA4,0.6215352748044973
GPAR3,0.6259794933400821
GETT3,0.626107266591237
GETT4,0.626107266591237
ALSO3,0.6262857684451004
TUPY3,0.629486606423021
GUAR3,0.6297780200735723
EMAE3,0.635348223309377
BGIP3,0.6359927299810606
VALE3,0.6378177388358061
SMTO3,0.6406928025987874
CEEB3,0.6440635410377088
WLMM4,0.6451765041115426
ATOM3,0.6452870956712836
SBFG3,0.6466335077123898
SHUL4,0.6484518695229162
BRIV3,0.6538129628539852
BPAC5,0.658265010553376
TIET11,0.6612074397184564
SUZB3,0.6627242982046045
CSUD3,0.6641610865054772
CIEL3,0.6651023313078305
WLMM3,0.665282004472228
VIVT3,0.6656683027010607
TAEE11,0.669115446698282
TAEE3,0.6699620546213652
BMIN3,0.6704880088021237
AFLT3,0.6733928335947253
TAEE4,0.6736064538305475
ENGI11,0.6741888587101377
MERC4,0.6749231582642456
COCE3,0.6773205189333962
APER3,0.6797323287964367
RANI3,0.6927409977322762
VBBR3,0.696467277811486
AHEB3,0.6964793822274693
AHEB6,0.6964793822274693
JSLG3,0.7021497683754133
GRND3,0.7063629465564081
ITUB4,0.7082400604591503
BPAN4,0.7223692711644282
UGPA3,0.7256734815194223
MTSA3,0.7274861597666663
BRBI11,0.7309331465774448
PGMN3,0.7478195457552581
DESK3,0.7578155316836711
CMIN3,0.7603103941317892
AHEB5,0.7661273204502161
KLBN3,0.7700713676794966
LEVE3,0.7705404163707786
PTBL3,0.7727202305675561
SOND3,0.7737673748983881
KLBN11,0.7756292251411816
KLBN4,0.7814517327190951
KEPL3,0.7827219750920171
TTEN3,0.7853740456145946
PLPL3,0.7856060903857813
HBTS5,0.7878453060538148
SLCE3,0.790645000630021
BSLI4,0.7968258200757774
VULC3,0.8001810682702787
UNIP3,0.8033365347779144
VLID3,0.8100830659300283
SOJA3,0.8147554520496715
VIVT4,0.8148326361896894
FIQE3,0.8166045402804295
EKTR3,0.8169931686678426
GEPA3,0.8252438810271178
JALL3,0.8262721672938309
CMIG3,0.8272065814587426
AESB3,0.8287096739836375
OMGE3,0.8316827223744345
CPFE3,0.8317859328420449
PATI3,0.8371447432475558
EKTR4,0.8492190103208519
PCAR4,0.8534809634435132
SBSP3,0.8555832677466488
CSRN5,0.8620455578248928
CPRE3,0.8631985837226458
CXSE3,0.8638887977484623
CSRN6,0.8703344574193629
MRSA5B,0.8720502536104151
MRSA6B,0.8720502536104151
TIMS3,0.8730898571210193
UNIP5,0.8748547123563338
UNIP6,0.8763845129462465
CSRN3,0.878623357013833
SIMH3,0.8831173861237789
ELET3,0.8834175691905316
PSSA3,0.8841348401604637
TGMA3,0.8897885232397682
BMOB3,0.8938904791851422
CPLE3,0.8941027823022186
DIRR3,0.9134961073379279
TIET3,0.9249861940095274
WIZS3,0.9271194566297329
OFSA3,0.9280091655678852
ELET6,0.9300694811497052
TIET4,0.9302869744909573
CRFB3,0.9400566170637759
GEPA4,0.940060420996108
REDE3,0.9410290886575071
GMAT3,0.941266545495582
FRAS3,0.9636711032964835
CPLE11,0.9664204959926518
BPAC11,0.9696782060291751
LPSB3,0.9749484393014787
MRSA3B,0.9832309884592711
CPLE6,0.984320984733316
ENEV3,0.9899830930476821
EQTL3,1.0005607325300867
PNVL3,1.0011061496103626
CRPG3,1.0011589325056256
BRKM5,1.002045260018262
RECV3,1.0072784809275455
SOMA3,1.0080990706590975
PATI4,1.0154725898609527
BSLI3,1.0184942375124957
POWE3,1.0206234106578924
MODL3,1.0384068422605255
BRKM3,1.0400453275869679
ECOR3,1.0402099357494008
MILS3,1.047560875072601
ALPA3,1.0525941979008555
CEEB6,1.0562642073018425
RSUL4,1.0646533069505988
ENGI3,1.0685753673776872
MULT3,1.1577242237480572
MATD3,1.1626697240767725
CAML3,1.177602366375164
BRIT3,1.1823123250065668
VVEO3,1.1889378619743012
PRIO3,1.1968367271077598
TCNO4,1.1973018608653982
NAFG3,1.2031449934580607
PORT3,1.2161090575146707
LREN3,1.2256990221737911
BRKM6,1.2263282675161666
CSED3,1.2286650644713244
WHRL3,1.230187221468207
EQPA3,1.2376079813211696
BLAU3,1.2531978027350519
GETT11,1.2548902052619242
STBP3,1.2602893755874922
ALPA4,1.2649123438022247
ENMA3B,1.274769561454851
EEEL3,1.2757455816283056
DOHL3,1.2789098920833952
CSAN3,1.2911514279225738
RAIZ4,1.3199145873837717
ELET5,1.3244901913499907
MODL4,1.326040662417197
LAME4,1.3373812009292334
SULA3,1.3429316462571135
LAME3,1.343487964403796
HYPE3,1.3462211968803868
EMAE4,1.3511488251916572
MODL11,1.3524363234437906
WHRL4,1.3540315726227246
MERC3,1.3652060135706496
SULA11,1.3761668824752185
ODPV3,1.3869597955964228
MDIA3,1.388990614339864
PARD3,1.3911377710486792
SMLS3,1.4000109376281755
SULA4,1.4089774649254962
VIVA3,1.418649753823949
CURY3,1.423207481933203
VITT3,1.4276434010190966
GGPS3,1.4357046370177968
LCAM3,1.4357384553066461
CALI3,1.4439796602468513
RRRP3,1.452555754533103
FLRY3,1.4583665566090374
ABEV3,1.459719235752233
MOSI3,1.484034410319007
AMBP3,1.52620890047535
EQPA7,1.5328172245720906
EQPA5,1.5706645634504142
B3SA3,1.5911464103929234
RCSL3,1.6025153838748492
ARZZ3,1.6179803743689873
LTEL3B,1.6229925879271028
BPAC3,1.6435661409995121
EGIE3,1.6452013122143543
RENT3,1.6728070379522468
TCNO3,1.690308509457033
ELEK3,1.7012090385547727
AURE3,1.7018290471857165
VAMO3,1.7376116405606463
ENMT4,1.7675926272961646
ENMT3,1.7696347753893178
EEEL4,1.7744536026990716
SQIA3,1.7878781537914121
PETZ3,1.8399641117617505
CEPE5,1.8403006594962559
BBSE3,1.8603432767606993
CREM3,1.895643493213513
AMER3,1.9050236910720149
MAPT4,1.9236009162178886
PNVL4,1.9296683753359163
INTB3,1.9564861246281058
CEPE6,1.9724059909855185
EQPA6,1.9832005572241371
CGAS3,2.00283311844355
ARML3,2.1095383323570807
CGAS5,2.1185148528504283
ENMA6B,2.1205762619646054
NGRD3,2.16220541927271
BEEF3,2.182879635630337
LOGN3,2.2652934995883816
LIPR3,2.3276260086446663
TOTS3,2.3639265979221675
RDOR3,2.4644111164507274
ASAI3,2.468334004817708
PDTC3,2.7490779761359083
IGTI3,2.8065856617824934
BAUH4,2.9441204948636424
LUXM4,3.03736987754435
CPLE5,3.1132012540402556
TOYB3,3.1833200546046747
ELEK4,3.2929211060251724
LAND3,3.421236086730805
TOYB4,3.475240234284579
RADL3,3.628696473987248
LJQQ3,3.7908552508864624
DMMO3,3.9197906446763238
RLOG3,3.9533648557991454
CASN4,3.9959209971400353
HGTX3,4.012835922034507
DTCY3,4.160244483774604
IGTA3,4.166173540838954
MOAR3,4.204864479685369
WEGE3,4.484957601069722
CEPE3,5.745664521647583
IGTI11,5.751934273752904
CEGR3,6.063276164843478
CESP5,6.3229368556386865
CESP6,6.386166224195073
CESP3,6.462041466462738
LWSA3,6.568522739700604
MAPT3,6.970933780613308
CASN3,7.165922839554592
CALI4,8.11224528228568
IGTI4,8.653639123829356
MTIG4,9.824216734491811
ODER4,10.932894530778158
TFCO4,11.048128564654956
SHUL3,16.52739856057383
SPRT3B,31.945841047095815
DTCY4,48.67874853911967
MSRO3,162.0831390326921
BTTL4,506.0018926950749
PPLA11,inf
